loan_acc_num,missed_repayments,loan_amount,collateral_value,interest
LN63859867,1156781.98,1382914,295728.09,12.5
LN78708144,2345758.5,1562692,47697.54,8.6
LN47787224,12977.7,19446,2042.79,14.1
LN51752841,1026914.48,1685010,394964.31,13.3
LN67744906,12385.92,12748,1066.51,14.0
LN92369747,342939.89,405986,108339.48,12.6
LN43689168,7351.98,13551,2562.57,11.9
LN11072106,515232.86,1564248,405549.2,8.1
LN45569231,947448.96,448197,50086.3,11.9
LN20141933,117869.26,296957,49606.23,8.1
LN73178314,157266.29,310531,3330.57,11.5
LN90445901,476283.88,295555,67941.3,9.2
LN23612858,732098.71,1278671,231557.97,9.0
LN53517979,318031.88,806854,210098.33,9.4
LN36838595,55578.03,148226,25291.18,9.0
LN99632665,15300.44,22969,5051.51,14.1
LN43693183,29654.44,19393,201.95,8.7
LN65924699,991358.99,1959478,185240.14,11.5
LN96377090,12002.31,9891,142.3,12.6
LN25860921,3032058.97,1799953,279545.6,9.6
LN28836817,134854.24,365278,42093.35,8.9
LN86790579,14167.43,24306,4441.51,11.1
LN65653255,1982123.13,946196,216102.16,11.8
LN38036055,56236.02,43817,5912.41,13.4
LN57123597,23250.19,59288,4004.08,9.3
LN89608291,8781.02,10743,2284.51,14.5
LN69738089,15222.05,10572,1929.7,14.7
LN34908233,59224.19,108276,8724.97,12.2
LN17045362,27952.97,28497,57.74,10.5
LN20826098,29541.34,41281,2621.52,13.2
LN36215916,775677.42,1658834,135254.94,10.8
LN70208887,279224.17,272707,34060.32,14.8
LN40739320,169650.26,408804,1716.23,9.8
LN68844739,201825.92,254334,36595.01,14.4
LN37368310,12449.51,9045,806.86,14.1
LN49549705,260813.15,294799,8719.54,13.1
LN30373420,115336.78,163508,25357.44,13.1
LN52033947,545936.42,909504,193711.67,11.5
LN27032321,812853.71,971688,180287.21,12.5
LN77787238,323243.93,434719,67828.28,11.3
LN65778805,23535.3,48305,3735.03,9.6
LN47920812,158211.23,249516,30168.59,13.7
LN62648976,252927.08,259506,32885.81,10.5
LN17053961,276033.65,143238,3013.63,10.9
LN76734513,30094.91,13540,2818.89,12.4
LN66809770,4522.91,11728,738.79,8.9
LN79232500,2091.07,3193,559.29,9.3
LN17905459,147102.96,74833,21193.35,11.1
LN28668967,25872.7,26650,4357.62,10.4
LN41945734,836570.89,1518224,140263.45,8.7
LN73008384,199847.44,260937,32338.01,14.0
LN62050071,1118805.37,1654469,481404.34,14.4
LN63124779,91637.05,89175,16492.65,11.0
LN93867976,1428265.66,1757062,499740.35,12.2
LN56181798,5563.47,8814,2166.33,9.5
LN70122046,221911.99,474278,107974.17,10.8
LN92542164,54113.28,50540,1501.67,11.4
LN16074945,2178122.95,1945899,189821.68,11.9
LN20968981,1314137.63,1925700,438001.91,14.5
LN53975195,227178.06,291409,16798.39,14.2
LN16720026,90179.59,230376,39514.03,8.0
LN14392198,99944.13,226317,11763.39,10.3
LN79281174,287528.67,251983,67663.97,12.1
LN87658725,67594.58,117248,34481.97,11.1
LN45360834,206979.3,412551,14069.2,9.9
LN79507477,84982.7,32001,1952.45,14.7
LN83856191,277664.72,440011,69103.15,9.8
LN12173718,5704.03,11645,917.17,10.9
LN65935164,47105.7,22804,6154.37,11.6
LN60722116,6362.79,7896,517.2,11.8
LN64786697,9303.01,13312,3418.27,12.8
LN41244115,549467.97,242498,34443.74,12.7
LN56950247,1431177.84,999020,39300.76,14.8
LN31606879,16555.66,18012,61.13,13.4
LN71289540,112905.39,42231,12626.16,14.8
LN97017323,966025.16,1817025,82207.16,10.4
LN47485972,398603.61,262242,76053.01,8.7
LN69781612,12245.89,19667,4513.94,11.7
LN55296161,335384.55,232215,60642.58,14.9
LN92759972,61395.82,138431,26051.81,8.9
LN28106453,577062.16,696832,200794.89,14.9
LN19041368,285437.85,468674,77229.54,9.5
LN13378750,248980.02,163759,9439.55,8.7
LN84458412,62639.59,153204,36539.36,8.3
LN42168914,930653.23,1812724,521706.53,10.1
LN34952355,41645.02,65593,12891.66,12.0
LN85124723,8151.42,15652,2014.18,8.1
LN46689978,354914.52,272688,47934.03,13.6
LN52023933,34005.62,15859,2805.17,12.0
LN28224711,8667.91,9083,1010.9,10.1
LN18145995,9586.79,9647,1228.51,10.5
LN69464742,521867.07,335308,65191.89,8.9
LN12691195,8356.43,22754,654.86,8.7
LN17018314,156317.31,190258,40210.55,12.3
LN92043232,366328.82,478514,55614.07,14.0
LN56417504,63141.96,23932,2892.6,14.6
LN93791849,6681.98,12294,2488.7,11.9
LN11228386,210702.64,372444,31521.98,8.9
LN97536047,157448.46,215110,48217.49,13.5
LN78571330,813213.54,1170152,41052.56,14.7
LN51657145,64460.93,162191,32908.73,8.1
LN58438550,59295.58,118143,19855.77,11.4
LN99229744,29617.39,38813,9930.18,13.9
LN32059316,2304.62,4229,1086.08,11.4
LN82951202,322743.77,207319,28103.13,8.9
LN81367257,156888.1,237351,33952.06,10.2
LN57041478,58700.46,99885,20643.52,12.9
LN34220759,94650.41,211763,41383.7,10.4
LN58574036,15563.62,10650,2805.39,14.9
LN24829147,1910694.54,1723143,227567.99,11.8
LN32188338,663141.83,1325128,187321.3,11.4
LN40657421,373743.12,181605,26686.57,11.6
LN36333373,286544.73,227696,55144.75,13.2
LN39274484,13946.93,22217,1050.97,11.8
LN16198598,151691.4,158899,32135.16,10.3
LN34598305,12315.4,14775,2379.68,14.8
LN64989162,73830.86,167080,14689.1,10.3
LN91523870,3660.27,9795,2167.54,8.6
LN57777941,10677.36,14250,727.43,11.2
LN70022642,2147.68,2110,303.25,13.6
LN71913801,9416.07,22617,4658.68,8.3
LN32681749,468829.98,1159496,145198.68,9.6
LN72335459,7935.1,21581,5807.24,8.7
LN14654595,132064.51,209119,31509.23,9.8
LN20312281,124002.78,89896,663.47,14.3
LN82214628,171846.22,232637,53572.74,13.6
LN61092792,423232.9,186765,47300.3,12.7
LN90699574,25117.12,17450,4834.68,8.2
LN29508976,151666.78,223534,5074.85,12.7
LN36796709,6092.73,8016,2141.29,11.2
LN40901415,97139.92,96319,25705.85,14.6
LN96851165,184212.18,298770,87387.43,9.6
LN31742054,2491168.0,968518,40799.63,14.3
LN41289298,164482.32,445661,55676.8,8.9
LN33475474,375626.51,295999,27714.41,13.3
LN84553450,1514660.42,1713111,491710.02,13.1
LN80520308,2718134.57,1160848,131836.21,13.1
LN95066394,501573.73,460919,89579.81,11.6
LN64483461,103173.23,159564,9790.81,13.9
LN23029618,215605.46,255154,46647.96,12.6
LN58145889,2166671.2,1768018,435117.95,12.9
LN34590145,276363.43,354560,46681.0,14.2
LN52478664,220102.51,93165,22410.79,13.2
LN69982909,598628.31,1488950,413009.53,8.2
LN41319676,6203.78,3728,957.32,9.2
LN17010310,1898.77,2145,385.7,12.0
LN22189330,70678.92,98901,25444.75,10.9
LN47928992,120273.35,179866,40802.07,10.3
LN25153808,304093.39,294606,58437.62,14.9
LN45501143,276949.53,275455,9599.01,10.8
LN59093604,95519.19,125704,23399.33,13.9
LN36899998,1886889.55,1380933,366226.6,14.2
LN37840109,9142.17,10885,1307.44,9.0
LN85987053,16801.94,20437,1013.07,8.9
LN82030780,3236.7,6286,1728.79,9.6
LN79570336,576014.43,911091,140923.49,12.0
LN14679074,19294.05,56339,12549.9,8.3
LN57608165,630212.87,350911,16725.08,10.2
LN99218123,405049.42,1113322,57925.54,8.8
LN56820579,8738.47,20094,4247.52,10.0
LN72144411,283313.75,273358,58090.4,11.1
LN99795374,38674.4,36065,6565.43,11.4
LN33322968,1156873.0,952265,1237.94,12.8
LN67819733,1496415.14,1876973,471335.13,12.0
LN49970961,343128.35,410735,91610.1,15.0
LN53134046,8081.87,23958,2524.54,8.1
LN39816876,144375.07,401987,69430.42,8.7
LN33224396,15002.19,19929,2494.75,11.3
LN22841505,220176.52,325376,72052.71,14.4
LN95480552,2813.12,3833,1114.84,14.5
LN82142581,103984.09,207066,2017.73,9.9
LN40594192,61774.55,116592,24420.33,11.9
LN24391693,15040.3,5648,1673.18,14.6
LN22932622,9694.49,11474,2823.38,14.9
LN54800487,592623.73,233855,50640.58,14.1
LN84919495,318989.64,301751,23284.0,11.3
LN75535072,115810.06,113927,22126.92,14.7
LN91232436,2286612.13,1986681,146593.47,12.2
LN34037808,253442.23,242093,26376.1,11.2
LN10111079,215348.37,92650,14483.44,13.0
LN97670156,111296.28,56595,8199.13,11.1
LN41774196,193277.04,431055,123711.97,9.0
LN35497145,879874.92,1581675,451160.17,10.8
LN41779870,9328.07,16923,365.56,12.1
LN81770609,602714.45,504906,29856.87,12.6
LN81542854,16580.96,31692,2707.51,11.7
LN82272826,158187.49,212612,62457.23,11.3
LN48521552,147065.59,104141,25136.0,14.6
LN29142686,43938.94,67010,18025.57,10.1
LN47686499,320201.6,361983,49264.39,13.1
LN85096065,619960.3,1295668,156715.5,11.0
LN84184515,112450.68,183186,1725.69,11.7
LN52902967,12383.79,23649,5908.82,8.2
LN25145063,736872.06,1079292,205661.1,10.5
LN36352032,91199.85,59901,6469.19,8.7
LN10763442,1507938.56,814503,181602.29,10.5
LN30618105,11180.66,15452,4433.32,13.2
LN74938938,5722.07,15612,1841.05,8.6
LN54413889,47176.23,57745,16503.27,14.7
LN26657048,323637.84,478396,48387.46,14.4
LN85064029,2924.6,3355,192.43,8.9
LN15198847,6396.0,12122,2086.12,11.6
LN94111985,44569.54,65019,14227.06,10.5
LN94429854,19029.26,16067,2128.2,12.4
LN24107424,94706.31,142391,6165.98,14.2
LN76804633,199548.27,141387,14891.98,8.1
LN87182379,52655.18,144271,1878.58,8.8
LN23901315,13532.87,6995,578.26,10.8
LN78290680,6370.41,5966,1203.99,11.1
LN10457622,120071.41,147499,9038.99,12.2
LN65828009,662815.1,570509,90949.74,12.3
LN66726552,3849443.48,1942263,2709.85,11.2
LN60250923,16228.41,20596,3819.43,14.2
LN19848877,173217.17,217057,55334.65,12.0
LN72796291,5148.61,9120,2156.59,10.6
LN70146843,23645.67,61115,6868.07,9.2
LN31290995,6645.06,9991,868.84,13.9
LN20340005,264280.49,505446,40492.97,8.3
LN37538855,31577.6,16139,2096.26,11.0
LN60328761,301213.08,405080,47549.55,11.3
LN91807346,5412.58,6303,1101.44,12.4
LN14464097,96551.03,280200,62761.79,8.4
LN61383233,392976.78,802805,227274.43,11.2
LN53224182,22074.47,9123,2014.69,13.4
LN33811076,498203.51,274544,6841.85,10.3
LN29057011,8827.83,18260,4853.3,10.9
LN72395834,432877.24,426269,100503.72,10.9
LN23807176,178342.26,195172,31630.94,9.9
LN75227626,255976.47,396301,74580.6,13.9
LN97061396,221701.54,194252,5519.4,12.1
LN68277901,266230.98,270317,79483.83,10.6
LN68119993,203067.69,497722,88081.66,8.3
LN99506865,154824.55,257690,73459.8,11.5
LN49280415,28934.44,37570,3988.45,14.0
LN13867607,1457299.49,1775660,158756.55,12.3
LN59120489,463750.34,388457,104982.48,12.6
LN17214614,626052.17,1434433,401945.63,8.8
LN78045071,91141.53,134221,8443.97,12.7
LN57745594,5759.57,12098,168.08,9.2
LN23034518,18547.08,19344,308.97,13.9
LN11374345,42132.51,17915,4079.46,13.1
LN59458459,233971.49,679835,175680.23,8.4
LN75551564,142391.05,242779,23470.35,12.9
LN82797808,1367763.98,1950673,547676.14,14.8
LN45953841,15463.72,23660,1917.77,13.9
LN93455315,161631.56,168691,35165.01,14.0
LN89249107,22551.92,12454,1424.62,10.2
LN43697162,916546.55,568875,11569.26,9.2
LN99314251,40828.39,21517,2864.71,10.7
LN60671374,537868.74,450564,68546.95,12.6
LN48357015,1785781.02,1219233,317490.04,8.4
LN33231136,180790.05,305269,53388.45,13.0
LN99457691,1924780.72,759708,42525.18,14.1
LN18411762,217344.0,199628,57745.3,11.6
LN45123415,340756.93,375002,98723.54,13.4
LN46121473,130389.92,205997,47853.47,12.0
LN70951564,10083.42,9544,1986.32,11.1
LN18572734,13133.91,19678,770.45,14.1
LN16081187,3216411.95,1638329,201146.25,11.1
LN22838242,2658.44,2536,750.52,14.2
LN73709502,44834.12,22105,2280.07,11.4
LN58210610,149448.86,270902,4010.32,12.3
LN27406422,107252.29,55060,15109.99,11.0
LN93139902,19247.54,23448,2272.68,8.9
LN30491966,92886.57,157797,6864.38,11.3
LN94349733,191967.69,456901,112626.03,9.9
LN48104822,2890157.39,1715705,412161.61,9.6
LN42412068,76278.47,113970,22132.6,10.3
LN55035075,132578.45,211060,16408.72,13.6
LN43207026,348501.32,188161,55260.83,10.5
LN55399168,1331552.57,1865439,253861.76,15.0
LN59567091,620132.9,1855511,502353.98,8.2
LN89165880,50886.45,80814,19231.6,13.6
LN57931165,38027.08,79246,20947.47,9.5
LN21234532,1605.47,3313,47.56,8.6
LN21482973,80739.16,162790,25483.75,11.3
LN36124751,7177.58,4766,1240.82,8.4
LN98711828,63290.98,46552,179.31,14.1
LN54531888,399997.48,245401,51273.83,9.3
LN34862191,227737.84,147991,21558.53,8.8
LN31858517,154115.67,417547,72143.8,8.9
LN42601186,95949.44,191031,20014.15,9.9
LN22414593,5275.52,7145,1998.78,13.2
LN59925377,28223.54,18900,2970.21,8.5
LN55134689,252664.56,154966,5626.7,9.3
LN82538843,229227.51,104621,27669.94,12.3
LN50397678,441535.99,1067851,291010.09,8.4
LN33875790,22314.53,36790,6672.58,9.4
LN63503492,59600.44,85985,8893.12,12.9
LN53738710,37237.17,109279,26776.79,8.3
LN54995785,162238.43,381491,27072.72,8.6
LN31921618,30917.98,24219,5716.98,13.3
LN47219939,301964.45,128890,33033.38,13.1
LN59116647,24244.24,16667,1305.58,14.9
LN30116424,1433604.65,1909251,306879.61,11.4
LN30153302,108622.68,153983,40902.46,13.1
LN13115897,176356.04,214668,10842.57,12.3
LN93889060,5279.19,8386,415.74,11.6
LN47862988,24288.62,15486,886.46,8.9
LN42261646,125161.69,56115,9255.56,12.5
LN72149217,1318379.29,1964327,4046.29,12.6
LN92521763,1191383.7,1811350,384726.11,14.1
LN57025104,218938.61,285884,31166.76,14.0
LN11692822,216313.46,198679,34466.71,11.6
LN52185793,10117.75,8543,1750.97,12.3
LN51593458,20151.56,24791,772.65,12.1
LN35220236,843627.88,1025670,295487.03,9.0
LN24258221,20734.2,47734,7159.45,10.1
LN27951574,3831.66,9116,1680.43,9.5
LN17735899,79936.83,182771,15660.79,8.8
LN55461596,25908.26,22756,3114.04,12.0
LN48216985,664726.13,250820,52345.61,14.7
LN95122297,123592.77,173153,13248.52,10.9
LN46825615,53183.51,87058,1758.84,9.5
LN85351155,1041012.9,430461,22542.3,13.5
LN14208295,5086.79,4065,550.14,12.7
LN67544675,83460.75,149203,31301.31,8.8
LN47285028,156643.69,133479,38855.23,12.4
LN42019302,362097.26,502462,48970.02,11.0
LN88654586,65386.65,45645,4175.99,8.2
LN30713054,393085.24,997384,129583.92,9.4
LN71894483,5479.74,8042,177.13,14.1
LN93569298,23100.95,17760,4623.92,13.5
LN31538932,61225.8,115249,20176.04,8.4
LN76982139,5032.02,12428,3550.13,9.3
LN45219575,1186311.27,1837755,165549.76,13.9
LN24643947,21586.37,23554,5133.73,13.4
LN12014645,29868.49,34408,195.94,9.4
LN65404368,62046.39,118377,3086.28,8.3
LN46461776,218328.39,265816,16395.37,12.3
LN88204769,102198.81,75881,22524.29,14.0
LN89738174,172077.01,152141,21100.29,12.0
LN77158715,3221197.64,1891521,406247.5,9.7
LN72288983,444937.53,208566,42232.15,12.0
LN63418327,4971.32,2530,267.92,10.7
LN18612937,182306.98,246814,14630.89,13.6
LN78760744,21264.67,23602,3824.34,9.7
LN55882071,721249.24,1292120,45337.0,8.8
LN71854942,9288.41,18585,488.07,9.7
LN23577950,170793.35,159897,14530.93,11.4
LN83506669,17787.83,35090,5946.11,8.0
LN81416634,86627.62,132685,39484.85,12.3
LN55786986,987897.84,375546,51999.32,14.6
LN84389083,216028.86,354226,78890.12,13.3
LN61881064,821354.71,395592,69728.28,11.7
LN47171507,6216.95,9666,1356.22,9.7
LN20872286,199481.89,150681,34611.41,13.8
LN75181377,1019148.66,1224271,80451.3,9.1
LN72115006,3664.62,2714,266.39,13.4
LN70106938,43129.75,24165,7013.51,10.1
LN29692599,853053.96,934377,224032.39,9.9
LN76930441,18165.13,20842,4078.75,9.4
LN75512212,344790.71,166010,29732.55,11.7
LN39971748,530824.95,589519,146839.53,13.3
LN43570321,48908.55,21325,2301.42,12.8
LN76778462,124775.67,49938,9475.35,13.9
LN21453106,1320741.67,1624760,305091.63,12.2
LN35664287,972623.9,1336024,103561.02,11.1
LN51685630,18840.01,22522,1844.76,14.9
LN17852145,7767.68,21100,5390.84,8.7
LN79783647,526904.63,931891,55114.4,8.9
LN89280297,114695.47,214466,23333.69,12.0
LN39553315,84071.71,129963,6256.85,13.9
LN67230726,389207.92,190865,21259.41,11.5
LN29633782,524953.96,222312,1687.98,13.2
LN56077150,8906.59,10824,2265.51,12.1
LN67074841,646096.93,363513,100146.9,10.1
LN12985364,2035.54,5351,683.87,8.4
LN99022039,601038.21,230153,33875.87,14.5
LN41983068,81031.89,190231,6944.2,10.0
LN20309058,17775.99,17185,2088.16,14.8
LN44413072,1100558.59,1623815,478527.11,12.7
LN56439505,8730.82,8927,2037.82,14.0
LN42773086,164916.71,148573,41150.51,11.8
LN27579087,6351.46,11024,332.73,8.8
LN16918114,149714.44,198551,13567.36,8.3
LN95361177,471994.33,589928,163243.86,14.5
LN85464805,9536.73,12092,114.06,8.5
LN30138230,8031.38,17782,572.46,10.3
LN64279402,176335.33,242002,21318.37,11.1
LN26982887,598756.22,1018982,28641.17,11.3
LN92216888,25544.03,26040,6010.02,14.2
LN83995799,4911.14,3032,670.58,8.9
LN84470192,356282.37,1050474,239767.53,8.3
LN54817081,212840.19,362364,98693.61,9.2
LN80288192,27555.29,13424,757.99,11.5
LN68868526,13184.01,18041,654.78,11.0
LN89047320,104018.26,105493,16460.18,10.6
LN34036069,17461.73,9717,1691.84,10.1
LN32777930,262744.79,388325,53314.36,14.4
LN18371565,58052.97,101077,11842.66,9.0
LN63458668,6330.01,10905,1831.07,12.5
LN65691325,191948.03,77459,751.71,13.8
LN76351586,6800.48,12154,1398.1,10.6
LN53024051,125868.35,284266,66540.33,8.9
LN61896890,30782.84,33884,7925.97,9.8
LN62342748,182965.09,202485,9180.58,9.8
LN46257029,1265545.19,1528492,258521.5,14.9
LN50475142,25527.07,34438,764.52,11.2
LN85960668,4610796.25,1848107,186116.04,13.9
LN22947523,214586.79,544262,49463.47,9.4
LN81611317,128031.54,83147,21816.9,8.8
LN90992821,13050.84,23090,5046.29,12.4
LN11265900,6831.86,11309,1521.78,11.3
LN36523985,18246.48,21804,4094.49,14.9
LN99995043,11598.84,19010,5049.73,11.5
LN17300255,42810.8,65407,10193.72,14.0
LN20207423,112226.25,111312,30622.88,14.6
LN35747060,10485.28,19281,275.87,12.0
LN64342481,1018671.38,1738886,421046.57,12.9
LN95584542,157787.71,258643,38510.88,13.3
LN58458147,305797.55,464707,60958.7,14.1
LN33935856,133557.75,91065,14120.04,8.4
LN46515657,9736.39,7792,1416.71,12.9
LN15030881,5199.12,4081,500.01,12.9
LN54373300,28385.51,52801,15010.34,12.0
LN48986636,1260191.88,1989594,563074.95,13.7
LN10725656,1499843.3,1810168,34402.59,12.4
LN37565701,480714.68,1058944,230754.06,9.1
LN52456272,4176.34,4814,1323.8,12.4
LN35518554,2493701.32,1932978,480677.65,13.5
LN77028015,14752.04,22345,1765.0,12.3
LN88056648,10922.25,15239,2096.98,13.1
LN14028646,1122269.16,1269249,119754.97,13.1
LN80211633,75718.29,150955,5194.6,11.4
LN23518721,150286.64,179465,10703.45,12.5
LN88789953,918130.0,1291279,298847.23,13.2
LN14637566,221957.98,265615,2786.97,15.0
LN49154705,536091.67,286614,11696.36,10.6
LN91395335,215577.35,466099,41860.41,10.7
LN29677644,501853.67,268306,75046.6,10.6
LN91236586,29032.7,42253,12561.86,10.5
LN92691077,16188.07,18422,4486.15,12.9
LN94954782,70618.17,83613,850.93,9.2
LN74705704,167422.78,242347,57720.23,10.6
LN61455477,144681.59,241830,36475.83,13.1
LN56758211,253752.62,287333,53038.42,9.6
LN84520454,6577.52,6237,424.34,14.8
LN98914265,4934.95,5783,238.05,14.8
LN81411819,74572.73,126751,17994.53,9.2
LN21224108,135795.55,187215,43612.26,13.4
LN70344704,10652.45,18811,4533.62,10.8
LN29668353,2598337.37,1917035,204039.76,14.1
LN59661449,509117.14,1127490,252491.83,10.5
LN42679108,172695.1,405939,89570.45,10.0
LN35532884,1815239.68,685072,200703.04,14.7
LN29958003,55291.19,42708,5031.55,13.5
LN76970089,853220.99,1509226,383936.01,8.9
LN44206293,145481.44,62054,730.5,13.1
LN78487078,407159.48,723570,148823.82,12.5
LN57909544,1165926.28,1882748,534998.31,11.8
LN39246553,175777.61,288493,46500.3,9.5
LN59964522,21207.84,62887,4882.01,8.2
LN47758643,6271.3,6514,891.04,13.7
LN52822394,677318.1,1018999,295279.33,12.5
LN13888749,6167.89,12201,178.42,11.2
LN92794276,259625.01,304445,28771.63,12.7
LN67870737,214985.44,292860,55468.78,8.1
LN15030967,163263.92,240639,36959.71,12.7
LN13850453,11691.53,9147,1309.02,13.2
LN75382064,11115.31,15656,1369.34,10.7
LN34015801,67312.63,148695,40013.5,10.5
LN21581856,504579.44,226477,7042.83,12.5
LN21673265,547615.64,654551,72248.39,12.5
LN91021258,1285258.67,492239,99349.41,14.5
LN32395306,71668.08,32370,2565.26,12.4
LN33050070,20321.8,12937,2708.61,8.9
LN79508094,151394.15,241690,24209.49,11.9
LN81799113,10650.96,19751,2771.23,8.4
LN97947478,49539.81,60649,10098.93,14.7
LN65377801,131874.51,208342,26417.26,12.0
LN40007774,1302243.6,1831625,28852.72,13.2
LN81600511,1292.49,2209,431.98,11.3
LN52871797,103254.83,191675,25369.0,10.5
LN76965269,7379.07,17618,1415.63,8.3
LN75235027,98433.56,124453,24547.28,11.9
LN92653704,510594.75,420202,63676.81,12.8
LN97391168,991340.68,1235169,31816.88,8.8
LN65158312,9025.63,17090,4805.26,11.7
LN87930526,331234.9,457464,51758.86,8.0
LN76362782,190348.54,307112,12414.07,11.8
LN16403170,17808.64,12795,2555.12,14.3
LN61416022,185128.17,176781,43345.09,11.2
LN82892149,143159.83,207187,8742.05,10.6
LN21960934,1902.66,2808,200.01,9.5
LN78029828,187722.37,234478,32058.62,14.5
LN76973611,647928.87,1191209,357147.08,8.6
LN56824164,1660057.97,708936,111335.22,13.1
LN43953218,418437.71,363414,57416.84,12.2
LN71011537,498407.31,266464,2887.7,10.6
LN84182146,193305.58,282232,13481.99,12.8
LN37091382,12544.38,31604,5942.5,8.0
LN92161071,5376.8,8949,54.98,12.8
LN85267681,3908.56,8284,412.9,9.0
LN13693034,109785.34,187104,32614.72,12.9
LN98458345,12249.51,6515,102.89,10.5
LN67302350,134225.39,290057,8816.17,10.7
LN23783773,1422290.85,1933586,396751.38,11.2
LN54011748,1293.38,2416,46.77,10.6
LN21605172,156586.09,295322,82749.1,8.4
LN38521132,7528.43,7778,2060.89,10.2
LN37700227,14129.19,15442,3316.12,9.8
LN86929594,40587.37,66361,3856.15,9.5
LN45691161,279114.23,274845,2196.37,14.7
LN46546302,242947.47,210932,5752.53,12.2
LN18004473,91859.93,34598,4733.01,14.7
LN49686682,175217.79,273746,58743.45,13.8
LN23977293,138353.03,139574,16729.5,14.4
LN27925171,11837.7,20931,692.02,10.8
LN47635443,96138.2,212551,54384.12,10.5
LN78873637,51742.86,19038,3841.11,15.0
LN90290671,214037.4,473753,90188.07,10.5
LN46141519,74598.37,213314,61849.27,8.5
