loan_acc_num,missed_repayments,loan_amount,collateral_value,interest ,risk_score,risk_level
LN27824539,3547165.25,1663391,74116.1,12.0,7.09436e+06,HIGH
LN36013202,338532.01,740802,203483.95,10.6,677073,HIGH
LN33272722,55696.26,136175,28453.66,8.3,111401,HIGH
LN45267403,109079.54,256230,34203.65,10.0,218170,HIGH
LN58510389,799581.3,1469966,136591.74,10.6,1.59918e+06,HIGH
LN10368461,86526.11,227968,36769.09,9.1,173063,HIGH
LN55594024,2800672.3,1361470,88973.85,11.6,5.60137e+06,HIGH
LN62925639,45445.24,106529,23413.47,8.6,90898.8,HIGH
LN64236043,106881.21,229173,4771.14,9.3,213815,HIGH
LN98783372,715767.1,523747,23930.24,14.2,1.43156e+06,HIGH
LN84225048,1981835.44,1230213,44194.88,9.2,3.9637e+06,HIGH
LN89758450,95778.29,119909,15758.02,12.0,191570,HIGH
LN78565329,279927.28,272811,3439.58,11.0,559939,HIGH
LN88192421,29726.95,15484,317.68,10.8,59506.1,HIGH
LN19661081,10658.63,21145,4163.89,11.3,21326.7,HIGH
LN74211436,267957.47,375719,54726.74,10.9,535926,HIGH
LN11113217,43997.47,67234,5460.41,12.3,88012.5,HIGH
LN17603320,397677.56,541953,11280.18,8.1,795406,HIGH
LN17081352,270090.29,496294,132287.56,10.6,540189,HIGH
LN60007627,4969.63,2657,399.59,10.2,9949.75,HIGH
LN52821489,348969.84,177663,38894.63,11.1,697948,HIGH
LN40205450,8066.87,17357,162.53,9.1,16243.3,HIGH
LN77371276,1164536.56,1186104,151925.57,14.3,2.32909e+06,HIGH
LN32461717,182448.9,318405,19300.16,9.0,364917,HIGH
LN83863383,885754.94,1126892,249281.0,14.3,1.77152e+06,HIGH
LN46680145,20504.47,32464,5694.81,11.9,41019.7,HIGH
LN11257075,12583.12,22489,2794.48,12.3,25180.2,HIGH
LN98153474,15979.71,9475,798.08,9.5,31974.6,HIGH
LN48763482,279200.05,256493,69336.59,11.6,558409,HIGH
LN39956739,28649.42,23023,3141.75,13.0,57311.8,HIGH
LN90873847,754494.36,1202514,277517.37,13.6,1.509e+06,HIGH
LN67190471,13930.69,15823,2386.31,12.9,27873.1,HIGH
LN73676423,2731169.62,1391148,105275.65,11.1,5.46236e+06,HIGH
LN28031375,237467.05,381909,7736.39,13.5,474990,HIGH
LN58038883,133372.22,281611,82577.96,10.9,266753,HIGH
LN90813941,520018.14,547889,150850.54,13.9,1.04005e+06,HIGH
LN17952565,184259.03,269008,50365.83,12.8,368530,HIGH
LN82131108,124172.7,166498,13713.2,13.7,248363,HIGH
LN57463783,809350.8,1453514,17190.33,12.4,1.61879e+06,HIGH
LN63245404,690574.34,1018802,301061.37,12.7,1.38116e+06,HIGH
LN27846057,963792.09,1792173,42529.03,10.5,1.92763e+06,HIGH
LN64039502,1045940.99,1111753,148952.95,13.8,2.09189e+06,HIGH
LN88099459,641546.61,1528046,131755.67,9.9,1.28311e+06,HIGH
LN21915058,14793.18,8389,1502.49,9.9,29596.5,HIGH
LN93906273,161715.9,256140,23538.09,9.8,323446,HIGH
LN52651450,466263.29,205764,2583.9,12.7,932612,HIGH
LN29144099,71956.36,109942,8401.58,10.1,143930,HIGH
LN51452984,2349809.72,1003533,6315.17,13.1,4.69978e+06,HIGH
LN13153044,1119826.58,1232843,54633.01,13.4,2.23968e+06,HIGH
LN10745115,498060.46,192131,32620.09,14.4,996133,HIGH
LN90086006,9079.85,9219,381.06,10.4,18187.4,HIGH
LN88602099,147831.69,196480,23200.58,13.8,295677,HIGH
LN50741629,506429.8,270753,18098.3,10.6,1.01288e+06,HIGH
LN51725545,1366392.6,1641474,395633.0,9.1,2.73279e+06,HIGH
LN16491563,587308.58,268193,73054.21,12.3,1.17463e+06,HIGH
LN50857125,152356.2,262405,725.69,12.8,305080,HIGH
LN78072407,15377.39,11869,3452.77,13.4,30764.1,HIGH
LN26356017,16546.03,22706,2652.16,11.0,33106.1,HIGH
LN56196795,212993.19,366190,4356.09,11.2,426076,HIGH
LN91875505,93637.62,132699,8420.1,13.1,187296,HIGH
LN86652079,3228.25,5085,1026.62,13.1,6467.5,HIGH
LN15184981,10846.6,17492,3863.05,13.3,21703.2,HIGH
LN76203532,2781590.05,1327876,339903.56,11.8,5.56319e+06,HIGH
LN71067805,114753.1,89559,2230.49,13.4,229553,HIGH
LN72151149,2297670.56,1826891,388882.29,13.2,4.59535e+06,HIGH
LN40173382,714960.37,263970,23208.74,15.0,1.42994e+06,HIGH
LN22338905,719170.43,1691950,154727.24,10.0,1.43836e+06,HIGH
LN21186778,41893.38,67707,4970.79,9.6,83804.4,HIGH
LN60691894,74466.16,155594,4359.36,9.5,148972,HIGH
LN31240458,76497.49,121005,11932.61,9.8,153009,HIGH
LN67288636,178459.11,123500,12539.42,14.9,356935,HIGH
LN35543423,100071.83,74299,268.6,14.0,200426,HIGH
LN25114956,5224.29,9216,2495.28,12.2,10457.8,HIGH
LN56489097,4324.51,8847,2111.08,10.8,8657.59,HIGH
LN67948923,314967.96,320659,20267.75,14.3,629957,HIGH
LN82554561,99466.28,246993,18331.24,8.2,198950,HIGH
LN78476053,6757.66,14709,3879.97,10.4,13523,HIGH
LN49027027,498287.2,421156,74403.5,12.5,996586,HIGH
LN49584068,206054.83,145976,34099.86,14.6,412120,HIGH
LN16160143,35413.71,16086,445.63,12.3,70868.2,HIGH
LN85876929,271050.03,373943,100542.93,13.4,542110,HIGH
LN35336911,13354.88,23289,1951.59,8.9,26724.4,HIGH
LN99466010,9883.13,11364,827.41,9.3,19784.4,HIGH
LN74239885,9671.23,6991,268.77,14.1,19375.1,HIGH
LN57113269,118205.43,55837,16419.8,11.9,236419,HIGH
LN57416349,830764.03,1418064,43847.57,12.9,1.66157e+06,HIGH
LN43160749,301267.36,477446,25118.83,9.8,602558,HIGH
LN99499479,132906.07,208031,60826.45,9.9,265820,HIGH
LN61135835,44354.94,56493,5245.05,11.8,88724.7,HIGH
LN71154046,3230680.9,1917867,306948.47,9.6,6.46137e+06,HIGH
LN61960429,2893.12,8324,843.07,8.0,5799.87,HIGH
LN17797230,54920.69,67830,4281.93,14.6,109863,HIGH
LN84029170,641250.35,851283,179506.44,8.3,1.28251e+06,HIGH
LN21977631,66515.79,124225,18094.08,12.0,133043,HIGH
LN87605798,1088731.05,1361088,401457.91,14.5,2.17747e+06,HIGH
LN85991596,107503.57,75141,21560.92,8.2,215014,HIGH
LN78550107,82764.93,150130,33292.94,10.7,165538,HIGH
LN21076522,46492.81,130898,7728.14,8.6,93005.2,HIGH
LN11556113,15072.71,24418,3305.25,13.3,30158,HIGH
LN14473035,62210.6,48898,8972.87,13.3,124432,HIGH
LN22588949,955398.27,1259701,55087.7,13.9,1.91083e+06,HIGH
LN58184738,3882445.59,1713954,139591.43,12.7,7.76491e+06,HIGH
LN34880046,185985.04,158516,2230.86,12.4,372047,HIGH
LN58015999,1642138.29,648138,171434.76,14.1,3.28429e+06,HIGH
LN38095322,21671.66,49322,3151.1,10.2,43362.8,HIGH
LN10439184,9235.36,11606,1104.06,14.2,18487.6,HIGH
LN73058912,9329.79,5422,172.03,9.6,18694.3,HIGH
LN95116936,25307.38,30911,8906.52,8.9,50621.9,HIGH
LN40464872,8367.05,9059,983.5,9.8,16748.1,HIGH
LN64517186,2310000.25,1102732,259481.78,11.8,4.62001e+06,HIGH
LN49315996,11768.65,23653,7056.76,11.2,23545,HIGH
LN81770617,31676.92,23040,1076.19,14.2,63380.5,HIGH
LN25684035,19148.14,28806,5863.84,12.4,38307.1,HIGH
LN94745861,1538749.66,1763641,365391.93,9.5,3.07751e+06,HIGH
LN70715025,242681.52,297979,75934.31,14.7,485373,HIGH
LN83152440,5970.57,9489,2255.99,9.5,11949,HIGH
LN58700768,1255755.61,1360456,15336.66,10.0,2.5116e+06,HIGH
LN67994386,421568.22,483020,98401.22,9.5,843146,HIGH
LN58703197,3569.9,7069,1663.97,11.0,7147.75,HIGH
LN10756932,3647742.09,1583702,142572.89,12.9,7.2955e+06,HIGH
LN31465623,148171.95,251925,49341.69,11.3,296353,HIGH
LN70992940,1294145.85,1399842,105580.52,13.6,2.58831e+06,HIGH
LN46219732,9272.16,11455,962.81,8.7,18560.2,HIGH
LN62713451,92101.61,114534,31660.78,8.8,184210,HIGH
LN95981130,732259.29,1145027,134101.33,13.8,1.46453e+06,HIGH
LN95356647,266907.35,479551,62712.6,10.8,533827,HIGH
LN86669432,470636.76,1242306,1557.16,9.1,942074,HIGH
LN96766210,1239008.31,1738269,126674.62,10.9,2.47804e+06,HIGH
LN90845844,124028.46,256233,17315.92,9.6,248076,HIGH
LN49033370,118387.14,87914,25703.19,14.0,236784,HIGH
LN53416123,1941377.92,732677,40233.84,14.7,3.88278e+06,HIGH
LN21916605,42966.67,85495,2108.89,11.4,85978.2,HIGH
LN92900020,32573.68,12980,966.87,13.9,65166.4,HIGH
LN98239161,5334.07,12886,2527.46,9.5,10677.8,HIGH
LN52684383,2878.81,4291,262.64,11.9,5778.29,HIGH
LN21448337,113660.51,263755,22280.83,10.1,227337,HIGH
LN46647766,153898.49,110721,10893.53,14.4,307813,HIGH
LN33356429,112941.0,196408,11185.04,12.7,225906,HIGH
LN66054594,143148.71,332314,75088.59,10.1,286305,HIGH
LN27863702,24452.65,11793,2588.79,11.6,48914.4,HIGH
LN79417524,28493.44,11434,144.06,13.8,57072.3,HIGH
LN91777472,251066.14,262154,7101.2,14.0,502176,HIGH
LN69851904,2901.62,2380,189.13,12.1,5820.63,HIGH
LN14940943,475767.72,291909,85047.05,9.3,951542,HIGH
LN96194015,842607.96,1382544,294278.06,13.3,1.68523e+06,HIGH
LN60456887,4699.64,7926,504.67,12.6,9420.01,HIGH
LN93028553,13499.66,19857,1212.84,14.3,27021.5,HIGH
LN25183128,262433.35,463972,95513.74,8.9,524875,HIGH
LN45557557,116099.42,279619,79028.9,9.8,232206,HIGH
LN92506495,1394755.21,1037341,179773.95,14.0,2.78952e+06,HIGH
LN27068493,547992.88,205257,38005.18,14.8,1.096e+06,HIGH
LN71438463,610984.93,1194373,179237.41,11.6,1.22198e+06,HIGH
LN15784837,306652.48,287241,36546.46,11.4,613318,HIGH
LN31469914,3192484.37,1269785,380362.17,14.0,6.38498e+06,HIGH
LN24251533,596405.46,906148,83663.82,12.4,1.19283e+06,HIGH
LN68696007,89675.07,267809,30031.65,8.2,179363,HIGH
LN73059193,68474.52,129276,31761.11,11.9,136958,HIGH
LN57083779,136479.47,211175,32739.56,10.0,272969,HIGH
LN84954706,12045.22,16760,2767.31,14.9,24103.5,HIGH
LN97547280,781346.76,1657019,49577.63,9.4,1.56273e+06,HIGH
LN17549859,104115.77,170556,3558.94,13.3,208285,HIGH
LN26591585,336017.75,429652,71938.77,11.8,672046,HIGH
LN42436936,38690.89,55402,13789.46,14.7,77391.4,HIGH
LN10268221,37274.55,60511,2846.42,11.7,74575.1,HIGH
LN41406800,920412.86,636250,46891.11,8.3,1.84084e+06,HIGH
LN21518547,1117689.4,1535341,60015.26,11.1,2.23541e+06,HIGH
LN84415989,3755201.92,1825517,72511.06,11.6,7.51043e+06,HIGH
LN72054688,3917235.51,1939748,59368.91,11.4,7.83451e+06,HIGH
LN36405198,967322.58,1373400,260078.77,13.1,1.93466e+06,HIGH
LN87247231,456175.67,262084,59516.57,9.9,912359,HIGH
LN71281754,7016.01,11011,782.35,11.8,14052,HIGH
LN67093685,231598.44,284370,35038.39,14.7,463211,HIGH
LN54691889,362003.01,388003,43253.34,13.7,724022,HIGH
LN94573760,257911.58,428567,70202.46,9.4,515833,HIGH
LN14453945,19071.83,33572,7197.02,10.9,38152.1,HIGH
LN85764809,3110.14,5414,1588.41,10.5,6228.66,HIGH
LN60664434,3377.71,5326,197.55,13.1,6787.51,HIGH
LN65231785,754672.73,940235,235688.47,8.8,1.50935e+06,HIGH
LN23990787,92397.84,111385,24300.57,14.9,184806,HIGH
LN50224919,1443463.31,1938240,419500.51,13.7,2.88694e+06,HIGH
LN50767873,95503.7,137182,1157.1,14.7,191132,HIGH
LN26511530,212782.61,303223,23570.11,14.8,425584,HIGH
LN97240594,36936.3,45552,8628.09,14.6,73884.6,HIGH
LN32486451,337833.16,204930,48506.85,9.4,675675,HIGH
LN57903857,6864.65,12108,2019.35,8.7,13738.3,HIGH
LN51025057,967768.51,1036987,295895.99,10.1,1.93554e+06,HIGH
LN44138794,1306447.96,938527,225442.93,8.0,2.6129e+06,HIGH
LN24762731,13794.04,8345,1614.25,9.3,27597.8,HIGH
LN41395333,7734.86,12696,2424.62,9.3,15477.9,HIGH
LN53255548,219823.92,434206,20057.86,11.5,439673,HIGH
LN74733185,89182.19,129251,10816.47,14.6,178383,HIGH
LN88375631,99150.67,153435,36629.26,12.2,198310,HIGH
LN31400823,37601.45,86946,11054.97,10.1,75214.9,HIGH
LN54877714,245964.01,570849,119583.6,8.7,491937,HIGH
LN39120373,219332.46,134509,30682.4,9.3,438673,HIGH
LN46749173,217934.2,404974,105069.44,10.5,435877,HIGH
LN90680604,16246.03,20767,4188.75,8.5,32501.2,HIGH
LN76253306,420599.83,602664,118269.26,10.7,841208,HIGH
LN61537322,1664347.34,1952547,324297.71,9.3,3.3287e+06,HIGH
LN94185484,9454.12,13576,3290.48,14.5,18919.4,HIGH
LN45809761,40775.59,15661,1060.76,14.4,81572,HIGH
LN47731330,748677.46,1762108,453586.59,8.6,1.49736e+06,HIGH
LN25893647,461766.67,175502,26571.89,14.6,923546,HIGH
LN99557071,13290.42,13013,1129.72,14.6,26598.8,HIGH
LN67714265,442298.03,422618,27916.1,11.2,884617,HIGH
LN89493070,506308.29,281896,8628.6,10.2,1.01265e+06,HIGH
LN93743572,4144017.14,1564044,234880.11,14.7,8.28805e+06,HIGH
LN65767360,204574.28,398172,58166.35,10.1,409160,HIGH
LN12045812,10147.56,6108,395.56,9.3,20314.1,HIGH
LN26933380,2404.46,2766,651.86,14.5,4819.49,HIGH
LN11680626,72631.06,153166,34580.9,10.9,145272,HIGH
LN58544031,51210.45,77540,13752.72,12.4,102432,HIGH
LN59772133,283965.62,401173,88545.93,14.9,567942,HIGH
LN41708128,220403.64,206406,35355.61,11.4,440818,HIGH
LN91018678,35193.61,13113,3063.6,14.8,70397.7,HIGH
LN55615238,365551.93,486641,90470.93,11.4,731113,HIGH
LN61585923,3260489.82,1894059,368623.43,9.8,6.52099e+06,HIGH
LN25556739,9194.09,17739,4944.72,10.0,18396.6,HIGH
LN32473784,119043.07,99600,13697.52,12.6,238100,HIGH
LN74462833,179732.98,271963,81198.96,10.2,359472,HIGH
LN51920847,152679.85,277254,45666.3,10.7,305369,HIGH
LN22618777,208548.8,315600,87644.08,10.2,417105,HIGH
LN34965956,14684.77,13324,1834.34,11.6,29381.1,HIGH
LN37205242,266339.27,347832,17228.07,14.0,532705,HIGH
LN78380468,87502.29,65474,10373.98,13.9,175017,HIGH
LN88286507,555380.26,267459,9947.31,11.7,1.11079e+06,HIGH
LN33160212,272974.87,317148,1406.46,12.8,546180,HIGH
LN93607844,69404.78,129650,25858.56,12.0,138819,HIGH
LN87325857,161244.76,274966,56634.99,12.9,322499,HIGH
LN54610776,350872.6,351313,94972.63,14.5,701755,HIGH
LN60794614,14860.5,21299,2312.76,14.6,29736.5,HIGH
LN42139249,45096.51,21437,3765.59,11.8,90203.6,HIGH
LN29567336,57580.12,108632,7082.73,11.9,115181,HIGH
LN43727508,28961.84,15085,1489.36,10.8,57937.5,HIGH
LN45269576,3849.71,10940,2023.77,8.2,7707.51,HIGH
LN38277525,579021.66,372039,89058.82,8.9,1.15805e+06,HIGH
LN88037238,180855.3,164495,46589.56,11.7,361719,HIGH
LN62417909,171935.52,287450,21451.32,13.1,343890,HIGH
LN51625699,3690.04,5429,696.67,13.9,7394.74,HIGH
LN69344474,2064320.47,1419033,320266.68,15.0,4.12865e+06,HIGH
LN60753188,10502.0,22416,5419.44,9.2,21012.7,HIGH
LN77990200,123952.43,154748,46036.16,14.5,247915,HIGH
LN22378483,1266284.62,1652540,172802.09,11.6,2.53258e+06,HIGH
LN13110921,15437.17,13247,1853.18,12.2,30887.2,HIGH
LN41753354,169434.23,164066,9149.85,14.9,338893,HIGH
LN79480555,122309.99,279877,59132.76,8.8,244627,HIGH
LN48952830,221256.18,561194,91600.11,9.4,442523,HIGH
LN70547370,2412.77,2762,652.58,8.8,4832.63,HIGH
LN68719471,114744.49,219237,24138.18,8.3,229501,HIGH
LN93457338,102164.89,190004,33483.17,8.5,204338,HIGH
LN17910428,102210.32,197920,59286.98,8.2,204427,HIGH
LN33754050,591817.02,347427,87290.33,9.7,1.18364e+06,HIGH
LN70641912,125433.72,168186,41543.83,13.7,250877,HIGH
LN90265859,201873.25,268632,66101.37,11.4,403756,HIGH
LN54076295,8783.14,13824,521.17,13.5,17599.3,HIGH
LN88653373,20115.46,10243,1430.75,11.0,40242.7,HIGH
LN70762722,97751.59,138536,35239.6,13.1,195512,HIGH
LN13633705,200926.04,287781,6552.53,13.0,401902,HIGH
LN98688382,526839.85,498492,116981.51,11.3,1.05369e+06,HIGH
LN31634810,8612.4,17610,1896.91,11.0,17238.8,HIGH
LN95819469,429891.18,490495,58970.28,13.0,859797,HIGH
LN64000124,48772.31,81317,6464.48,13.1,97563.1,HIGH
LN42185654,3193.07,8969,1930.96,8.2,6394.74,HIGH
LN76909304,95252.51,134392,17880.25,14.9,190519,HIGH
LN25615216,203363.45,249662,25129.0,14.7,406743,HIGH
LN10932159,612695.24,1025155,213526.26,13.1,1.2254e+06,HIGH
LN24022007,2583005.36,1921217,202424.53,14.0,5.16603e+06,HIGH
LN17578328,258848.02,312213,22161.85,12.4,517716,HIGH
LN11099906,159432.44,221905,12918.83,13.3,318888,HIGH
LN16638711,93859.34,116106,26925.19,14.6,187730,HIGH
LN20836334,12490.57,18031,1111.06,14.5,25003.5,HIGH
LN39288779,169205.25,274399,8478.72,9.6,338447,HIGH
LN38626129,244777.41,328471,93304.0,13.7,489564,HIGH
LN49063016,10566.97,23153,5809.36,9.0,21140.5,HIGH
LN19802978,40164.1,24815,3555.96,9.2,80339.6,HIGH
LN49986325,90793.71,196070,38343.69,10.7,181596,HIGH
LN48931500,532631.1,218471,4568.48,13.6,1.06532e+06,HIGH
LN93239713,75825.84,135857,31329.96,12.4,151661,HIGH
LN95459567,239454.49,215801,5378.11,11.8,478954,HIGH
LN15915298,165567.95,130380,14337.46,13.3,331150,HIGH
LN81716283,44284.84,23348,1350.56,10.7,88590.6,HIGH
LN59534039,78576.26,143758,22784.56,12.2,157164,HIGH
LN69039614,89822.58,99580,11046.5,13.3,179660,HIGH
LN56251138,95102.44,91999,2424.76,14.9,190249,HIGH
LN36032003,225835.41,484704,39604.51,9.3,451687,HIGH
LN25461704,1435336.18,1213459,57703.06,12.5,2.8707e+06,HIGH
LN76333807,960556.41,850052,41224.49,12.0,1.92114e+06,HIGH
LN85552681,454315.29,730968,190653.25,13.5,908641,HIGH
LN46427549,163573.28,260457,21844.19,13.6,327165,HIGH
LN69623071,3879.97,8354,240.08,10.3,7797.95,HIGH
LN85826096,368499.57,597971,131745.2,9.6,737007,HIGH
LN91529835,8614.63,16109,4069.98,8.3,17236.1,HIGH
LN89674693,214736.33,282877,48488.72,11.5,429484,HIGH
LN63146291,14131.9,18040,215.52,8.5,28350,HIGH
LN58281471,44539.93,23026,5477.07,10.9,89087.7,HIGH
LN46872128,3913462.98,1644515,266740.18,13.3,7.82694e+06,HIGH
LN40829633,100056.55,222944,66609.79,9.0,200120,HIGH
LN14909339,21680.07,9029,1347.0,13.3,43373.4,HIGH
LN29283832,16567.69,16546,2533.37,14.4,33147.7,HIGH
LN83079826,118204.9,150172,36685.42,14.3,236419,HIGH
LN62081103,4978.66,3308,681.58,8.3,9965,HIGH
LN18839464,161664.93,72504,3925.81,12.5,323353,HIGH
LN22748874,543184.71,450999,75543.68,12.7,1.08638e+06,HIGH
LN93352625,5240.79,11734,1658.43,10.1,10492.1,HIGH
LN80582217,69577.82,134614,20410.81,8.2,139165,HIGH
LN64389353,310093.43,391024,100077.53,8.7,620194,HIGH
LN83618093,85396.62,83098,9115.74,11.0,170807,HIGH
LN41199894,46908.79,62164,14703.94,13.8,93827.1,HIGH
LN97423920,820042.87,355966,31936.24,12.9,1.6401e+06,HIGH
LN15617269,918608.42,1006197,183680.0,9.9,1.83723e+06,HIGH
LN36593777,5099.6,5437,1057.43,9.8,10208,HIGH
LN17133572,44882.61,86048,18861.24,10.2,89773.7,HIGH
LN71912915,836701.65,1165734,143816.64,13.3,1.67342e+06,HIGH
LN42613311,20306.73,26532,418.19,13.9,40682.4,HIGH
LN37711798,5191.24,4969,1466.12,10.8,10390.8,HIGH
LN14519940,86477.32,86762,14439.81,10.7,172965,HIGH
LN92689523,103360.37,173769,49134.31,11.4,206729,HIGH
LN72122361,25739.19,10240,1549.94,13.9,51491.6,HIGH
LN38129684,1749194.32,1505864,255417.45,12.3,3.4984e+06,HIGH
LN31063307,3851.44,8054,738.12,9.1,7717.46,HIGH
LN31001424,22836.93,23265,745.74,14.2,45710.3,HIGH
LN54883647,355898.85,486570,24737.2,13.5,711822,HIGH
LN17842770,807306.25,1364335,10065.71,13.0,1.61475e+06,HIGH
LN46417766,368562.98,191293,14138.76,10.9,737143,HIGH
LN81263308,69449.19,118249,9004.28,12.9,138918,HIGH
LN93391933,13236.93,29107,2990.93,9.0,26486.2,HIGH
LN72993361,1086193.31,491828,126440.1,12.4,2.1724e+06,HIGH
LN72185366,12505.18,21500,3985.42,9.0,25019.9,HIGH
LN88813969,16331.06,16059,4409.82,10.8,32671,HIGH
LN98841988,19349.08,16643,937.31,12.2,38721.9,HIGH
LN96383449,3269.32,5305,609.53,12.8,6553.1,HIGH
LN76337198,152859.64,174274,13356.7,13.0,305738,HIGH
LN39687752,809891.83,322073,79502.94,14.0,1.61979e+06,HIGH
LN62921462,171364.3,271441,17100.73,9.8,342749,HIGH
LN65121869,109075.98,259414,76486.35,9.9,218158,HIGH
LN68148690,3803.39,5819,1684.08,13.5,7616.21,HIGH
LN56729703,819756.85,657316,118621.36,13.1,1.63952e+06,HIGH
LN60403509,249433.58,208858,244.07,12.6,499728,HIGH
LN31389443,426832.81,430986,33245.55,14.4,853684,HIGH
LN22024541,141873.01,282658,37173.11,9.9,283759,HIGH
LN74388679,1475429.52,1059935,212154.15,8.0,2.95087e+06,HIGH
LN60141748,23040.48,17277,1917.12,13.8,46095.9,HIGH
LN37768682,375583.78,624255,69901.35,9.4,751180,HIGH
LN30101718,175440.28,345478,24948.08,10.0,350899,HIGH
LN45019265,64332.46,24207,77.99,14.7,128982,HIGH
LN93634224,276923.7,460186,65911.2,9.4,553858,HIGH
LN82957039,481049.5,762541,215643.22,9.8,962106,HIGH
LN63991745,9346.65,14601,3773.19,13.6,18702.7,HIGH
LN70366281,8018.18,13662,3320.05,9.0,16044.6,HIGH
LN93519803,711328.85,294111,73154.66,13.5,1.42267e+06,HIGH
LN62470982,156012.05,163429,1477.06,10.3,312140,HIGH
LN71624143,3803.09,3551,335.17,10.9,7622.04,HIGH
LN17791806,764495.42,1482838,263492.18,8.2,1.529e+06,HIGH
LN48207647,116528.86,253093,9418.34,9.2,233087,HIGH
LN15145330,267530.09,495500,9422.87,12.1,535119,HIGH
LN26998071,128165.38,170452,35935.63,11.4,256340,HIGH
LN85546774,5145.85,7492,2107.62,10.2,10298.7,HIGH
LN72623614,20653.87,30491,1879.3,12.6,41328.5,HIGH
LN40587580,5098.42,6510,1722.3,8.3,10203.9,HIGH
LN79470470,1091009.09,1919670,16780.42,12.6,2.18214e+06,HIGH
LN81023460,1567988.85,1031959,58570.93,8.7,3.136e+06,HIGH
LN31350128,81141.82,95887,17141.11,12.6,162294,HIGH
LN61075115,165345.51,228016,6731.07,13.4,330731,HIGH
LN16249793,2521.16,4039,738.1,11.1,5053.02,HIGH
LN89463516,792659.69,1339566,1301.75,13.0,1.58635e+06,HIGH
LN82559892,1527151.22,1193713,115886.93,13.4,3.05432e+06,HIGH
LN90789249,15272.16,22308,772.33,14.4,30580.1,HIGH
LN43612664,47310.06,24949,4624.9,10.7,94630.7,HIGH
LN87797508,125538.6,87766,20381.98,8.2,251084,HIGH
LN34811426,35574.93,70587,11726.26,9.9,71159,HIGH
LN15222582,240241.71,405771,81399.75,13.0,480493,HIGH
LN59846655,7745.36,9111,795.14,12.4,15507.7,HIGH
LN97703535,225879.11,376116,5482.0,11.5,451832,HIGH
LN35869808,374846.41,224882,63626.47,9.5,749700,HIGH
LN52719627,17597.78,8701,804.46,11.3,35210.5,HIGH
LN88780179,246384.78,302906,58329.23,12.2,492779,HIGH
LN92807096,491158.15,262583,2535.19,10.6,982425,HIGH
LN94058470,797447.17,489357,105403.03,9.3,1.5949e+06,HIGH
LN25617600,199609.95,267815,20692.02,13.7,399238,HIGH
LN75460278,49123.51,46313,4318.66,11.3,98262.4,HIGH
LN31029351,662468.98,263432,32937.16,14.0,1.32495e+06,HIGH
LN39787031,7868.77,6001,214.4,13.4,15770.7,HIGH
LN84656761,9349.22,13292,3127.94,14.6,18709.5,HIGH
LN68213745,316248.75,366510,46451.37,9.4,632509,HIGH
LN41669224,285851.41,262606,33891.36,11.6,571716,HIGH
LN35682886,13394.6,7509,2148.36,10.0,26796.5,HIGH
LN22198020,29904.38,39981,3007.95,11.3,59826.9,HIGH
LN54781370,13913.13,16439,2170.72,15.0,27841.1,HIGH
LN16989403,12070.31,21342,546.11,12.4,24185.3,HIGH
LN92022916,352513.45,194229,10427.96,10.3,705050,HIGH
LN12244218,158704.13,106903,25485.68,8.5,317416,HIGH
LN70954256,93026.37,172652,51002.4,10.5,186061,HIGH
LN89554325,28151.96,13973,2539.06,11.3,56313.2,HIGH
LN62883053,345554.22,464754,11431.5,11.3,691154,HIGH
LN99722161,2342.12,3237,55.62,14.2,4749.3,HIGH
LN34287323,178482.94,172136,51625.86,11.1,356973,HIGH
LN21621884,170996.2,264665,20051.11,10.0,342010,HIGH
LN80865031,13133.84,20624,87.58,13.6,26508.3,HIGH
